tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
tt2749282,Papa Hemingway in Cuba,2015,110,"Biography,Drama",6.3,1718
tt2749296,The Beautiful Risk,2013,91,"Drama,Romance",5.7,10725
tt27494634,B&W,2023,99,Mystery,7.8,1820
tt27496296,Marathi Paul Padte Pudhe,2023,,"Drama,Romance",8.3,1201
tt27501039,Bloody Daddy,2023,121,"Action,Crime,Drama",6.6,22431
tt27502227,Pictures of Ghosts,2023,93,Documentary,7.7,1745
tt27502250,Anselm,2023,93,Documentary,7.2,1679
tt27502426,Four Daughters,2023,107,Documentary,7.4,3375
tt27503384,Perfect Days,2023,124,Drama,7.9,57000
tt27510137,Brahmavaram PS Paridilo,2024,104,Thriller,8.2,2690
tt27510150,DD Returns,2023,124,"Comedy,Horror",6.2,1787
tt27510174,Stree 2: Sarkate Ka Aatank,2024,147,"Comedy,Horror",7.7,21242
tt27510682,Antony,2023,147,"Action,Drama,Family",6.3,1233
tt27510731,Local Sarakku,2024,133,Comedy,6.8,2193
tt27511275,8 A.M. Metro,2023,116,Drama,7.5,1058
tt2751310,Sex Ed,2014,92,"Comedy,Romance",5.6,5732
tt2751390,Life of Riley,2014,108,"Comedy,Drama,Romance",6.0,1371
tt2751576,Out of the Blue,2013,109,"Comedy,Drama",6.1,1087
tt27521477,Detective Conan: Black Iron Submarine,2023,109,"Action,Adventure,Animation",7.2,2161
tt2752200,Young & Beautiful,2013,95,"Drama,Romance",6.7,38671
tt27525239,Rudrangi,2023,142,"Action,Drama,Thriller",5.0,3500
tt2752688,Rosewater,2014,103,"Biography,Drama",6.6,11001
tt2752724,Money for Nothing: Inside the Federal Reserve,2013,104,"Documentary,History,News",7.3,1167
tt2752758,Devil's Due,2014,89,"Horror,Mystery",4.2,17934
tt2752772,Sinister 2,2015,97,"Horror,Mystery,Thriller",5.3,61608
tt27534328,The Childe,2023,118,"Action,Drama,Thriller",6.8,4790
tt2753778,The Death of Superman Lives: What Happened?,2015,104,"Documentary,Sci-Fi",7.1,4730
tt27539086,800,2023,158,"Biography,Sport",7.2,4232
tt27540185,Chithha,2023,140,"Drama,Thriller",8.2,7825
tt27542289,Por Thozhil,2023,147,"Action,Crime,Thriller",8.0,10575
tt27542448,Take Care of Maya,2023,103,Documentary,7.8,10301
tt27543992,The Gullspång Miracle,2023,108,"Documentary,Mystery",7.0,1473
tt27546190,The Sweet East,2023,104,Drama,6.5,2651
tt27548083,Poisoned: The Dirty Truth About Your Food,2023,83,Documentary,6.8,2738
tt27549543,The Saint of Second Chances,2023,93,"Biography,Documentary,Drama",7.5,1053
tt27555889,Nodadha Putagalu,2023,140,Fantasy,6.2,1049
tt27559748,Nedelja,2024,130,"Biography,Drama",7.3,1467
tt2756032,The One I Love,2014,91,"Comedy,Drama,Fantasy",7.0,44178
tt27561663,Garudan,2024,133,Action,7.1,2644
tt27561990,Dasham Avatar,2023,151,"Action,Thriller",5.8,1540
tt27571371,Malli Pelli,2023,130,"Drama,Romance",5.8,2700
tt27577176,Vadu Evadu,2023,141,Thriller,6.1,2157
tt27577888,Rathnam,2024,155,Action,5.4,3247
tt27578157,Colors of Evil: Red,2024,111,"Crime,Drama,Mystery",6.4,6482
tt27587174,Take a Chance,2023,88,"Documentary,Drama",6.3,1364
tt2758880,Winter Sleep,2014,196,Drama,8.0,56163
tt2758890,Welcome to New York,2014,125,Drama,5.6,4048
tt2758904,Search Party,2014,93,"Adventure,Comedy",5.6,8315
tt27590147,Only the River Flows,2023,101,"Crime,Drama,Mystery",6.7,2580
tt27598618,Dinosaurs,2023,150,Crime,6.4,2151
tt2760634,Quantum Love,2014,81,"Drama,Romance",6.2,3655
tt27610443,Saba Nayagan,2023,155,"Comedy,Romance",6.7,1390
tt27611612,Namasthe Ghost,2023,127,Horror,7.5,1124
tt27612422,Fanfic,2023,95,Drama,5.8,1239
tt27618123,Adiyae,2023,139,"Comedy,Romance,Sci-Fi",6.3,1293
tt27619382,It's a Wonderful Knife,2023,87,"Comedy,Horror,Mystery",5.2,6632
tt27621015,Shastry Viruddh Shastry,2023,140,Drama,7.0,2312
tt2762122,Those Happy Years,2013,106,"Drama,Romance",6.4,1003
tt2762334,Main Tera Hero,2014,128,"Action,Comedy,Romance",5.1,10010
tt2762506,Bacurau,2019,131,"Action,Adventure,Drama",7.3,31183
tt27626564,Chaar Lugaai,2023,127,Mystery,8.2,1614
tt2763304,T2 Trainspotting,2017,117,"Comedy,Crime,Drama",7.2,134282
tt27640680,The Lady of Silence: The Mataviejitas Murders,2023,111,"Crime,Documentary,History",6.4,1236
tt27641085,Sijjin,2023,100,"Horror,Thriller",5.4,1868
tt27647530,Unlock Zindagi,2023,151,Drama,5.9,1198
tt2764784,Phoenix,2014,98,"Drama,History,Music",7.3,20876
tt27648380,Var Padharavo Saavdhan,2023,135,"Drama,Family",3.6,2513
tt27651767,Leader: Amie Bangladesh,2023,144,"Action,Drama",7.8,2669
tt2765340,So Young,2013,131,"Drama,Romance",6.4,2314
tt27655241,Heat Is On,2023,130,Thriller,7.4,4142
tt27655393,Love You Ram,2023,118,"Drama,Romance",5.2,6441
tt27655979,O.Baby,2023,126,"Action,Drama,Thriller",6.8,5068
tt27656274,Anveshi,2023,137,"Romance,Thriller",6.4,2162
tt27657791,Gaami,2024,147,"Adventure,Drama,Fantasy",6.5,1692
tt2766104,Ploey,2018,83,"Adventure,Animation,Family",5.4,1238
tt2766268,The Games Maker,2014,111,"Adventure,Family",5.5,1433
tt27664183,The Story of a Beautiful Girl,2023,132,Thriller,8.7,1246
tt27664585,Phoenix,2023,132,Thriller,6.0,1027
tt27665353,Weekend Party,2023,110,"Crime,Romance,Thriller",8.1,1047
tt27671215,English Manju,2023,168,"Crime,Drama,Romance",8.1,1061
tt27672387,Jokes & Cigarettes,2023,117,Biography,7.2,1437
tt2767354,Swamy Ra Ra,2013,120,"Comedy,Crime,Thriller",7.3,1403
tt2767948,Welcome Mr. President,2013,98,Comedy,6.2,3711
tt2768084,Doraemon: Nobita's Secret Gadget Museum,2013,100,"Action,Adventure,Animation",7.0,1302
tt27682129,Prey,2024,86,"Action,Thriller",3.7,2559
tt2768444,Nobody's Home,2013,81,Drama,6.5,1102
tt27687527,Justice League: Warworld,2023,89,"Action,Adventure,Animation",5.3,4748
tt27687877,Marakkuma Nenjam,2024,137,Drama,5.4,3187
tt27688034,The Moon,2023,129,"Action,Adventure,Drama",5.9,9328
tt2769184,Debug,2014,86,"Horror,Sci-Fi",4.3,3038
tt27695005,River,2023,86,"Comedy,Fantasy,Sci-Fi",7.0,1525
tt2769828,Peelers,2016,95,"Comedy,Horror",4.1,2249
tt2769896,Louis & Luca and the Snow Machine,2013,76,"Animation,Family",6.8,2101
tt27708700,Air Force One Down,2024,84,"Action,Thriller",4.4,2113
tt2771200,Beauty and the Beast,2017,129,"Adventure,Family,Fantasy",7.1,338387
tt27712015,Only 3 Days Left,2023,90,"Action,Comedy",5.2,1082
tt2771372,Veronica Mars,2014,107,"Crime,Drama,Mystery",6.7,54972
tt27714278,Medellin,2023,104,Comedy,4.9,1996
tt2771800,Rigor Mortis,2013,103,"Action,Fantasy,Horror",6.3,6580
tt27719898,Kaiva,2023,138,"Action,Drama,Romance",8.7,68918
tt2772092,Antisocial,2013,90,"Horror,Sci-Fi,Thriller",4.5,3592
tt27721079,Voy! Voy! Voy!,2023,100,"Comedy,Drama,Sport",7.7,2190
tt27721719,Bootcut Balaraju,2024,144,Comedy,3.9,1662
tt27722543,Green Border,2023,152,Drama,6.4,6024
tt27724113,The Arctic Convoy,2023,108,"Action,Drama,History",6.6,2081
tt27726727,Harom Hara,2024,154,"Action,Crime,Drama",7.9,2806
tt27726927,Wham!,2023,92,"Biography,Documentary,Music",7.5,9267
tt27727074,Ehrengard: The Art of Seduction,2023,94,"Comedy,Drama,Romance",5.8,2956
tt27730573,Annapurna Photo Studio,2023,128,Thriller,6.9,1084
tt2773246,Scotty and the Secret History of Hollywood,2017,98,"Biography,Documentary,History",6.7,1850
tt27736430,Daaru Na Peenda Hove,2024,111,"Comedy,Drama,Family",9.2,2261
tt27737950,Blackbird Blackbird Blackberry,2023,110,Drama,7.1,1114
tt27744786,Shaitaan,2024,132,"Drama,Horror,Thriller",6.6,49934
tt27745194,Hosh,2023,,,4.6,3011
tt27746058,Circle,2023,141,Mystery,7.5,1535
tt2776074,Angélique,2013,113,"Adventure,History,Romance",6.1,1870
tt2776106,Floating Skyscrapers,2013,93,"Drama,Romance",6.3,3265
tt2776344,Pee Mak,2013,115,"Comedy,Horror,Romance",7.2,6676
tt2776878,Thank You for Your Service,2017,109,"Biography,Drama,War",6.6,15862
tt27773228,Jersey Number 10,2023,142,"Drama,Sport",7.8,1578
tt2778674,Badri,2001,160,"Action,Sport",7.0,2493
tt27788968,Explanation for Everything,2023,151,Drama,7.6,1817
tt27789180,The Hypnosis,2023,98,"Comedy,Drama",6.7,1047
tt27791865,Amy Schumer: Emergency Contact,2023,51,"Comedy,Documentary",5.4,1701
tt27794567,Jaitra,2023,,Comedy,6.1,2028
tt27795356,Ransomed,2023,132,"Action,Comedy,Drama",6.6,1170
tt27802490,Exhuma,2024,134,"Horror,Mystery,Thriller",6.9,14797
tt27811040,The Roundup: Punishment,2024,109,"Action,Crime,Thriller",6.7,2944
tt2781516,Wolfcop,2014,79,"Comedy,Horror",5.6,7672
tt27816710,Abraham Ozler,2024,143,"Crime,Drama,Mystery",6.5,3509
tt27816768,Tarla,2023,127,"Biography,Comedy,Drama",6.8,4561
tt2781832,Final Prayer,2013,89,"Horror,Sci-Fi,Thriller",5.8,10533
tt2782692,Ali's Wedding,2017,110,"Comedy,Drama,Romance",6.9,5552
tt2782834,iSteve,2013,79,"Biography,Comedy",5.2,1197
tt2782844,Billionaire Ransom,2016,107,"Action,Adventure,Crime",5.5,3969
tt2783020,Jay and Silent Bob's Super Groovy Cartoon Movie,2013,64,"Animation,Comedy",4.8,2297
tt27834317,Haseena,2023,122,"Drama,Thriller",8.2,1053
tt27837387,Unknown: The Lost Pyramid,2023,83,"Documentary,History",6.7,3662
tt27837442,Unknown: Killer Robots,2023,68,Documentary,6.4,1277
tt27837467,Unknown: Cave of Bones,2023,93,Documentary,6.7,2481
tt27837488,Unknown: Cosmic Time Machine,2023,64,Documentary,7.2,2803
tt2783862,Curse of the Mayans,2017,88,"Action,Drama,Horror",3.3,1044
tt2784134,Battle for Skyark,2015,88,"Action,Adventure,Fantasy",2.7,2076
tt27843055,Boo,2023,200,"Horror,Thriller",5.0,1800
tt2784512,Zombeavers,2014,77,"Comedy,Horror",4.8,20868
tt27846110,Call Her King,2023,99,"Action,Thriller",4.1,1756
tt2784678,Top Five,2014,102,"Comedy,Romance",6.4,27839
tt2784936,Backtrack,2015,90,"Drama,Fantasy,Horror",5.9,13795
tt2785032,The Little Death,2014,96,"Comedy,Drama,Romance",7.0,27936
tt27850479,Revenge,2023,102,Action,7.0,1356
tt27851639,Second Tour,2023,95,Comedy,6.3,1118
tt2785288,Jack Strong,2014,128,"Biography,Crime,Drama",7.0,5411
tt2785390,America: Imagine the World Without Her,2014,105,Documentary,5.0,7065
tt27862531,Ajmer 92,2023,141,"Crime,Drama,History",7.9,1291
tt2786278,Amen,2013,165,"Drama,Romance",7.9,3504
tt27867635,Hidimbha,2023,136,"Action,Drama",6.4,3289
tt2787096,Immanuel,2013,140,Drama,6.7,1450
tt2787302,Message Man,2018,91,"Action,Crime,Thriller",5.9,5054
tt27873958,El Ruby House,2023,101,"Comedy,Drama",6.6,1624
tt27873991,Abhilasha,2023,133,Action,7.8,1192
tt2787570,A Serious Game,2016,115,"Drama,Romance",6.4,1443
tt27876411,Mr. Car and the Knights Templar,2023,110,"Adventure,Drama,Family",4.3,1348
tt2787824,Goal of the Dead,2014,140,"Comedy,Horror",5.5,1657
tt27881338,Regina,2023,118,"Crime,Thriller",6.1,7059
tt2788556,Gemma Bovery,2014,99,"Comedy,Drama,Romance",6.4,6943
tt2788710,The Interview,2014,112,"Action,Adventure,Comedy",6.5,359473
tt2788716,Welcome to Me,2014,87,"Comedy,Drama",5.9,19795
tt2788732,Pete's Dragon,2016,102,"Action,Adventure,Comedy",6.7,62151
tt27899596,Imamdasta,2024,143,Drama,8.3,1510
tt2790236,Beloved Sisters,2014,138,"Drama,History,Romance",6.1,1605
tt27903262,Making of the Meme King,2023,43,"Documentary,Fantasy,Horror",1.3,1092
tt27906298,Eldorado: Everything the Nazis Hate,2023,92,"Documentary,Drama,History",7.5,1585
tt27906902,Chakravyuham: The Trap,2023,111,"Crime,Mystery,Thriller",6.5,7054
tt27908622,Gadayuddha,2023,154,"Action,Drama,Thriller",8.0,1030
tt27917168,Fuleku,2023,123,"Comedy,Drama",7.6,1081
tt27917467,Siddharth Roy,2024,148,"Drama,Romance",7.4,2203
tt27921620,All-Time High,2023,101,Comedy,5.8,1949
tt27922369,Johnny Keep Walking!,2023,117,"Comedy,Drama",7.3,1340
tt27922374,Chang An,2023,168,"Animation,History",7.5,1216
tt27925780,Harkara,2023,125,"Drama,History",7.1,1870
tt27930156,I Love You,2023,93,"Drama,Romance,Thriller",5.4,5676
tt27933364,Mortal World 2,2023,117,Comedy,6.8,8810
tt2793490,Starry Eyes,2014,98,"Horror,Mystery",6.0,22744
tt27936770,Bhakshak,2024,134,"Crime,Drama",7.2,6360
tt2793930,Maryan,2013,150,"Action,Drama,Romance",7.1,3765
tt27940442,Blackout,2024,122,"Comedy,Thriller",6.5,10093
tt2794596,El-Cin,2013,106,"Drama,Fantasy,Horror",4.9,2439
tt2795078,Gasland Part II,2013,125,Documentary,7.6,1736
tt2795848,Playing Dead,2013,104,"Comedy,Crime,Mystery",5.9,1005
tt2796318,Mickey Virus,2013,135,"Comedy,Thriller",6.1,2902
tt2796678,The Opposite Sex,2014,97,"Comedy,Romance",4.5,1241
tt2797106,Way Back Home,2013,131,Drama,7.5,1491
tt2797242,Bombay Talkies,2013,127,"Crime,Drama",6.6,5821
tt2798456,Scintilla,2014,94,"Horror,Sci-Fi",4.6,2015
tt27987150,Anantha,2023,78,Adventure,6.7,1111
tt27987407,Gold Brick,2023,95,"Comedy,Drama",6.2,3257
tt27989067,Lust Stories 2,2023,132,"Drama,Romance",5.8,51492
tt2798920,Annihilation,2018,115,"Adventure,Drama,Horror",6.8,368051
tt2799166,The Pyramid,2014,89,"Horror,Mystery,Thriller",4.6,27563
tt27995587,Sakshi,2023,140,Drama,6.9,4531
tt27995594,Munjya,2024,123,"Comedy,Horror",6.6,19134
tt27999220,Koushika Varma Dhamayanthi,2023,101,Thriller,7.9,1093
tt2800038,Atlas Shrugged: Who Is John Galt?,2014,99,"Drama,Mystery,Sci-Fi",4.3,3947
tt2800050,A Beautiful Planet,2016,46,Documentary,7.3,1489
tt2800240,Serial Bad Weddings,2014,97,Comedy,7.0,45953
tt2800340,On the Milky Road,2016,125,"Comedy,Drama,Fantasy",6.3,4934
tt28004697,Thookudurai,2024,125,"Comedy,Family,Horror",4.4,2242
tt2801746,Hawaii,2013,102,"Drama,Romance",7.2,5819
tt28020734,Rail,2024,127,Drama,7.3,1110
tt2802136,Home Sweet Hell,2015,98,"Comedy,Crime,Thriller",5.5,16926
tt2802144,Kingsman: The Secret Service,2014,129,"Action,Adventure,Comedy",7.7,729394
tt2802154,Leviathan,2014,140,"Crime,Drama",7.6,57418
tt28023652,Mayapetika,2023,142,"Comedy,Drama",4.6,2405
tt28024755,Dry Day,2023,128,Comedy,5.3,1383
tt2803940,Misogynist,2013,77,"Drama,Thriller",3.6,3834
tt2804026,Aurangzeb,2013,137,"Action,Drama,Thriller",6.4,4505
tt2805676,Ascent to Hell,2014,90,"History,Horror,Thriller",3.9,1500
tt28066777,Orion and the Dark,2024,93,"Adventure,Animation,Comedy",6.3,14801
tt2806788,Fukrey,2013,139,"Comedy,Drama,Romance",6.9,13563
tt28073548,Love Is in the Air,2023,88,"Comedy,Drama,Romance",5.6,4367
tt2807410,Rudhramadevi,2015,157,"Action,Biography,Drama",5.6,3470
tt28074691,Eagle,2024,159,"Action,Thriller",6.0,4526
tt28075055,Toby,2023,155,"Crime,Drama,Thriller",7.2,3166
tt28075450,Kutra,2023,104,"Crime,Horror,Mystery",7.2,2695
tt2807624,The Closed Circuit,2013,120,"Action,Crime,Drama",6.8,1712
tt28076784,No More Bets,2023,130,"Crime,Drama",6.7,1935
tt2808986,Tokyo Tribe,2014,116,"Action,Musical",6.4,3677
tt28090490,Lumberjack the Monster,2023,119,"Crime,Thriller",5.9,1140
tt28091020,Natho Nenu,2023,140,Romance,7.3,1582
tt28091483,Nelluri Nerajana,2023,129,"Action,Romance",7.8,1030
tt28097834,The Mission,2023,103,Documentary,6.4,1026
tt28101019,Satyabhama,2024,132,"Crime,Drama,Thriller",6.2,1323
tt28105944,Through My Window: Looking at You,2024,105,"Comedy,Drama,Romance",5.4,3849
tt28106766,Smugglers,2023,129,"Action,Crime",6.3,1561
tt2811878,You and the Night,2013,98,"Comedy,Drama,Romance",5.6,1758
tt28140338,Thika Maka Thanda,2023,109,,7.7,1068
tt2814362,United Passions,2014,110,"Drama,History,Sport",2.1,4447
tt2815072,Indigenous,2014,86,Horror,4.5,4280
tt28151876,Yolo,2024,129,"Action,Comedy,Drama",6.9,2708
tt28152455,Rewind,2023,112,"Drama,Romance,Sci-Fi",6.7,1278
tt28153480,Vedaa,2024,150,"Action,Drama,Thriller",6.7,1310
tt28155718,That Peter Crouch Film,2023,85,"Biography,Documentary,Sport",7.1,1141
tt2815902,The Childhood of a Leader,2015,115,Drama,6.2,6566
tt2815966,After the Fall,2014,110,"Crime,Drama",5.1,1037
tt2818178,When Animals Dream,2014,84,"Drama,Fantasy,Horror",5.8,4078
tt28182736,Puppy Love,2023,106,Comedy,6.3,10198
tt28184712,Parking,2023,127,"Drama,Thriller",7.8,11083
tt28185525,Bagha Jatin,2023,138,"Action,Biography,Drama",5.7,1539
tt2818654,Cemetery of Splendor,2015,122,"Drama,Fantasy,Mystery",6.8,5529
tt2819130,Robot Awakening,2015,75,"Action,Comedy,Sci-Fi",5.2,1007
tt2819358,Goynar Baksho,2013,141,"Comedy,Drama,Family",7.1,1716
tt2820008,The Perfect Husband,2014,85,"Drama,Horror,Thriller",4.4,3089
tt2820852,Furious 7,2015,137,"Action,Crime,Thriller",7.1,418801
tt2821088,Bastards,2013,100,"Drama,Romance",6.1,3796
tt2821314,The Rise and Rise of Bitcoin,2014,96,"Documentary,History,News",7.1,1915
tt28218009,Surongo,2023,150,"Crime,Drama,Mystery",6.8,28866
tt28219494,Her: Chapter 1,2023,103,"Crime,Drama,Thriller",6.3,3460
tt28219502,Ala Ila Ela,2023,141,"Action,Drama,Romance",8.4,1216
tt28219801,Bengaluru Boys,2023,142,Drama,7.0,1104
tt28221135,Bastar: The Naxal Story,2024,124,"Action,Crime,Drama",6.4,3073
tt28221886,Shot Boot Three,2023,117,"Adventure,Comedy,Drama",6.0,1501
tt28223926,Skincare,2024,96,Thriller,6.0,1020
tt2822400,Nothing Bad Can Happen,2013,110,"Crime,Drama,Horror",6.9,2224
tt28225049,Girls on Film,2023,97,"Drama,Romance,Thriller",3.9,2301
tt2822578,Gravy,2015,95,"Comedy,Horror",5.4,1778
tt2822672,Rock Dog,2016,90,"Adventure,Animation,Comedy",5.9,6086
tt28226738,EVOL: A Love Story in Reverse,2024,122,Thriller,9.2,2101
tt2822742,3 Hearts,2014,108,"Drama,Romance",5.9,2656
tt28228231,Priyotoma,2023,155,"Action,Drama,Romance",5.6,21992
tt2822864,Run the Tide,2016,97,Drama,5.2,1239
tt2823054,Mike and Dave Need Wedding Dates,2016,98,"Comedy,Romance",6.0,96073
tt2823088,Carmina y amén.,2014,100,"Comedy,Drama",6.6,1854
tt28232127,Aflatoon,2024,134,Comedy,8.7,1039
tt2823574,Extraction,2013,106,"Action,Thriller",4.6,1272
tt28236368,Yannick,2023,67,"Comedy,Drama",7.0,5547
tt28240284,To End All War: Oppenheimer & the Atomic Bomb,2023,87,"Biography,Documentary,History",7.4,2655
tt2824852,Deadly Virtues: Love.Honour.Obey.,2014,87,"Drama,Thriller",4.8,1727
tt28248897,Tyler Perry's Divorce in the Black,2024,143,"Drama,Thriller",4.5,3061
tt2825120,Crows Explode,2014,129,"Action,Crime",5.7,1695
tt2825230,Blood Punch,2014,104,"Horror,Thriller",6.2,3476
tt28252641,Krishnam Pranaya Sakhi,2024,159,Comedy,8.6,2599
tt28252660,The Witness,2023,128,Drama,1.5,1173
tt28254460,Sly,2023,95,"Biography,Documentary",7.0,11659
tt28254890,Mohankrishnas Gang Leader,2023,131,"Action,Family",9.2,1160
tt28255598,15 Cameras,2023,89,Horror,5.4,1055
tt28259207,Kill,2023,105,"Action,Crime,Drama",7.6,21850
tt2825924,Revelation Road 2: The Sea of Glass and Fire,2013,90,"Action,Fantasy",4.8,1051
tt28260452,Jagrattha Bidda,2023,136,Drama,6.7,1516
tt28265594,Ajab Tamasha,2023,122,Comedy,7.1,1502
tt28266209,Sarkaaru Noukari,2024,117,Drama,8.4,2072
tt2827320,Fandry,2013,101,"Drama,Family",8.2,2614
tt28282020,Señora Influencer,2023,100,"Comedy,Thriller",6.9,1292
tt28282716,Trial Period,2023,105,"Comedy,Drama",7.0,6541
tt28282872,Mr. Bachchan,2024,150,"Action,Crime,Drama",4.6,4471
tt28285070,Rajugari Kodipulao,2023,137,"Comedy,Drama,Mystery",8.6,1954
tt28287106,Christmas on Cherry Lane,2023,90,Family,6.2,1090
tt2828840,Fists of Legend,2013,154,Action,6.8,1269
tt28288786,Premalu,2024,156,"Comedy,Romance",7.8,14794
tt2828884,Hoovey,2015,91,Drama,5.8,1118
tt2828954,7 Minutes,2014,92,"Crime,Drama,Thriller",5.0,2625
tt2828996,A Haunted House 2,2014,86,"Comedy,Fantasy,Horror",4.7,23740
tt28290216,Mark Cavendish: Never Enough,2023,91,"Biography,Documentary,Sport",7.4,1915
tt28290233,Soulcatcher,2023,98,"Action,Adventure,Thriller",3.7,1414
tt28298504,Long Live Love!,2023,135,"Comedy,Drama,Romance",6.5,1584
tt28301898,Blame the Game,2024,92,"Comedy,Thriller",5.4,2993
tt2830416,Hawking,2013,86,"Biography,Comedy,Documentary",7.3,1722
tt28306747,Head to Head,2023,95,"Comedy,Thriller",6.1,3080
tt28306789,Raju Gari Ammayi Naidu Gari Abbayi,2024,158,"Action,Romance,Thriller",8.0,3083
tt2831404,Dr. Cabbie,2014,101,Comedy,6.0,3870
tt28314098,Naa Nee Prema Katha,2023,129,"Action,Drama,Romance",8.2,1499
tt2831414,Everything Is Copy,2015,89,"Biography,Documentary",7.4,1154
tt2831568,The Posthuman Project,2014,93,"Action,Adventure,Comedy",4.1,1569
tt2832470,Dead Snow 2: Red vs. Dead,2014,100,"Action,Comedy,Fantasy",6.8,27036
tt28325940,Yatra 2,2024,132,"Biography,Drama,History",6.5,9649
tt28327244,Detective Karthik,2023,115,"Crime,Mystery,Thriller",5.0,1691
tt28328452,The Psychopath Life Coach,2023,87,Documentary,2.7,1638
tt2833074,1987,2014,105,"Biography,Comedy,Drama",7.4,1668
tt28335128,Dilse,2023,99,"Drama,Romance",6.8,1305
tt2835548,Grand Central,2013,94,"Drama,Romance",6.2,2906
tt28355490,Art of Love,2024,99,"Drama,Romance",4.6,1987
tt28358950,Neru,2023,150,"Drama,Thriller",7.5,7837
tt2836166,Punk's Dead: SLC Punk 2,2016,75,"Adventure,Comedy,Music",4.6,1224
tt2836202,Across the River,2013,92,"Horror,Mystery,Thriller",5.5,1670
tt2836252,Fiston,2014,88,Comedy,5.3,1492
tt28362963,Checkmate,2023,112,"Action,Comedy",7.8,24569
tt28364203,Non Stop Dhamaal,2023,100,Comedy,5.0,2159
tt2836434,The Badger Game,2014,99,"Crime,Drama,Thriller",5.3,1104
tt28364355,Varshangalkku Shesham,2024,166,"Comedy,Drama",6.6,3575
tt2836628,Johnny Frank Garrett's Last Word,2016,95,"Crime,Drama,Horror",5.1,1558
tt28366647,Freestyle,2023,88,"Action,Crime",4.8,1367
tt28366692,Janet Planet,2023,113,Drama,6.3,1257
tt28372289,Paramporul,2023,146,"Action,Thriller",7.0,1831
tt2837336,Amnesiac,2014,90,"Drama,Horror,Mystery",4.3,3940
tt2837574,The Old Man & the Gun,2018,93,"Biography,Comedy,Crime",6.7,50087
tt28377858,Thalakona,2024,128,Thriller,9.2,1026
tt2841572,A Borrowed Identity,2014,104,Drama,7.2,1894
tt2843344,Back in Crime,2013,102,"Crime,Fantasy,Thriller",6.5,1076
tt28444513,Pekamedalu,2024,120,Drama,9.0,2132
tt2844798,White God,2014,121,"Adventure,Drama,Thriller",6.8,17210
tt28448182,Mountain Queen: The Summits of Lhakpa Sherpa,2023,105,Documentary,7.7,1252
tt28455891,UT69,2023,117,Drama,4.8,2400
tt2845796,Attakathi,2012,130,"Comedy,Romance",7.2,1126
tt2846134,Magic Love,2013,150,"Comedy,Drama,Romance",7.1,1931
tt2846972,The Rendez-Vous of Déjà-Vu,2013,88,Comedy,6.3,1239
tt2847438,The Bunker,2015,85,"Comedy,Drama,Horror",6.1,2166
tt28479262,Sing Sing,2023,107,Drama,8.2,1989
tt2848292,Pitch Perfect 2,2015,115,"Comedy,Music",6.4,172047
tt2848324,Touched with Fire,2015,106,"Drama,Romance",6.2,2754
tt28486633,The Pigeon Tunnel,2023,92,"Biography,Documentary",7.0,1776
tt28487871,Sniper: G.R.I.T. - Global Response & Intelligence Team,2023,93,Action,5.1,1261
tt2848876,The Painting Pool,2013,92,"Drama,Romance",7.4,5596
tt28489464,Stopwatch,2023,86,"Crime,Thriller",7.4,1029
tt28490044,Evil Does Not Exist,2023,106,Drama,7.0,6829
tt28495028,Naalkane Aayama,2024,108,Horror,6.1,1714
tt28500558,Silence 2: The Night Owl Bar Shootout,2024,142,"Crime,Drama,Thriller",6.2,1669
tt2850272,Monster,2018,98,"Crime,Drama",6.5,6729
tt2850386,The Croods: A New Age,2020,95,"Adventure,Animation,Comedy",6.9,54541
tt28504311,Rent,2023,100,"Crime,Horror",3.6,2148
tt28504359,Okkaroju... 48 Hours,2023,121,"Drama,Thriller",8.7,1074
tt28507074,Madhave Madhusudana,2023,139,,7.9,1097
tt28513338,Raktabeej,2023,142,Thriller,7.5,1751
tt28516588,Wesh X Wesh,2023,120,Comedy,7.4,1034
tt28520479,Konchem Hatke,2024,120,"Comedy,Drama",9.3,1089
tt2852376,Heli,2013,105,"Crime,Drama,Romance",6.8,5438
tt2852400,A Touch of Sin,2013,130,"Crime,Drama",7.1,13077
tt2852406,Omar,2013,98,"Crime,Drama,Romance",7.5,15671
tt2852432,"Norte, the End of History",2013,250,"Crime,Drama",7.5,2312
tt2852458,Stranger by the Lake,2013,100,"Drama,Romance,Thriller",6.8,16300
tt2852470,The Missing Picture,2013,92,Documentary,7.3,3565
tt28526239,Spark: L.I.F.E.,2023,170,"Action,Romance,Thriller",8.0,5493
tt2853182,The Black Water Vampire,2014,82,"Horror,Mystery,Thriller",4.3,1210
tt28535416,Tantra,2024,136,Horror,5.5,2315
tt2853614,9-Month Stretch,2013,82,"Comedy,Crime,Mystery",6.4,5434
tt28539705,Star,2024,158,Drama,6.6,1946
tt2854394,Hot Bot,2016,86,"Comedy,Sci-Fi",3.3,3802
tt2854894,A Fighting Man,2014,88,"Drama,Sport",5.5,1663
tt2854926,Tag,2018,100,"Action,Comedy",6.5,149231
tt2855026,Stop The Pounding Heart,2013,98,"Documentary,Drama",6.7,1071
tt28552695,A Life Too Short: The Isabella Nardoni Case,2023,104,"Crime,Documentary",6.0,1252
tt28554013,Naga,2023,111,"Drama,Thriller",5.3,15276
tt2855648,Madras Cafe,2013,130,"Action,Drama,Thriller",7.6,25521
